NU_INSCRICAO,NU_ANO,TP_FAIXA_ETARIA,TP_SEXO,TP_ESTADO_CIVIL,TP_COR_RACA,TP_NACIONALIDADE,TP_ST_CONCLUSAO,TP_ANO_CONCLUIU,TP_ENSINO,IN_TREINEIRO,CO_MUNICIPIO_PROVA,NO_MUNICIPIO_PROVA,CO_UF_PROVA,SG_UF_PROVA,Q001,Q002,Q003,Q004,Q005,Q006,Q007,Q008,Q009,Q010,Q011,Q012,Q013,Q014,Q015,Q016,Q017,Q018,Q019,Q020,Q021,Q022,Q023
210062067927,2024,11,F,1,3,1,1,0,,0,4322400,Uruguaiana,43,RS,E,D,B,B,3,A,B,A,B,C,A,A,B,A,B,A,A,C,A,B,B,D,A
210062067928,2024,9,F,0,1,1,1,7,,0,4314902,Porto Alegre,43,RS,D,C,C,B,2,B,H,A,B,B,B,A,B,A,B,B,B,A,A,B,C,B,A
210062067929,2024,1,F,1,1,1,3,0,,1,3550308,São Paulo,35,SP,G,F,E,C,3,A,P,D,D,D,C,A,B,B,B,B,B,D,B,B,D,D,D
210062067930,2024,6,M,1,1,1,2,0,,0,3543402,Ribeirão Preto,35,SP,E,D,F,B,4,B,J,A,B,C,B,C,B,A,B,B,A,B,B,B,B,D,A
210062067931,2024,2,M,1,3,1,2,0,1.0,0,3524006,Itupeva,35,SP,H,H,C,C,6,B,E,A,B,C,B,A,B,A,B,B,A,B,A,B,A,B,A
210062067932,2024,11,F,1,3,1,1,10,,0,3205200,Vila Velha,32,ES,E,G,C,D,4,B,D,A,C,D,B,B,B,B,B,B,B,B,B,B,C,E,D
210062067933,2024,7,F,0,1,1,1,4,,0,2111300,São Luís,21,MA,A,C,A,A,1,B,C,A,B,B,A,A,B,A,A,A,A,A,A,A,B,B,A
210062067934,2024,12,M,1,3,1,1,0,,0,2704302,Maceió,27,AL,H,F,F,D,1,A,A,A,B,B,A,A,B,A,A,A,A,B,A,A,A,A,A
210062067935,2024,5,F,1,3,1,1,3,,0,2304400,Fortaleza,23,CE,F,E,D,D,4,A,H,A,C,C,B,A,B,A,B,B,A,C,A,B,B,E,D
210062067936,2024,11,F,1,1,1,1,12,,0,4321808,Três de Maio,43,RS,B,E,A,B,1,B,C,A,B,B,A,B,B,A,B,B,A,B,A,B,B,B,A
210062067937,2024,13,F,1,1,1,1,0,,0,3205309,Vitória,32,ES,C,E,B,B,2,A,E,A,C,C,A,A,B,A,B,A,A,B,B,B,B,C,A
210062067938,2024,3,F,1,3,1,2,0,1.0,0,4127700,Toledo,41,PR,H,D,C,B,6,B,C,A,B,D,A,A,C,A,B,A,A,B,B,B,B,E,A
210062067939,2024,5,F,1,3,1,2,0,1.0,0,1501808,Breves,15,PA,A,C,A,A,8,A,B,A,B,B,A,A,A,A,B,A,A,B,A,A,A,B,A
210062067940,2024,11,M,1,1,1,1,12,,0,3550308,São Paulo,35,SP,G,G,B,E,1,B,I,A,C,B,A,A,B,A,A,A,B,A,A,B,C,B,D
210062067941,2024,18,F,0,1,1,1,0,,0,4309209,Gravataí,43,RS,B,B,B,A,2,B,F,A,B,B,A,A,B,A,B,B,A,B,A,B,A,B,A
210062067942,2024,2,F,1,1,1,3,0,,1,3547809,Santo André,35,SP,G,F,E,E,4,A,N,B,C,D,B,A,B,B,B,B,B,D,B,B,B,E,D
210062067943,2024,15,F,1,1,1,1,18,,0,4300406,Alegrete,43,RS,C,C,C,B,2,B,C,A,B,C,B,A,B,A,B,B,B,B,A,B,B,C,A
210062067944,2024,5,F,1,1,1,1,2,,0,3541406,Presidente Prudente,35,SP,H,E,B,B,2,A,D,A,B,C,A,A,B,A,B,B,A,B,A,B,B,C,A
210062067945,2024,5,M,1,3,1,1,3,,0,4316907,Santa Maria,43,RS,D,H,D,C,3,B,H,A,C,C,A,A,B,A,A,B,B,B,A,B,B,C,A
210062067946,2024,11,M,1,1,1,1,10,,0,4314407,Pelotas,43,RS,B,C,B,B,5,A,C,A,B,C,B,A,B,A,A,B,A,C,A,B,A,D,A
210062067947,2024,14,M,2,1,1,1,18,,0,4309308,Guaíba,43,RS,B,B,A,A,3,B,F,A,C,D,A,A,B,A,B,B,B,B,B,B,B,D,A
210062067948,2024,13,F,1,3,1,1,18,,0,1501303,Barcarena,15,PA,B,B,C,A,3,A,A,A,B,D,A,A,B,A,B,A,A,C,A,A,A,C,A
210062067949,2024,8,F,1,3,1,1,4,,0,4319802,São Vicente do Sul,43,RS,C,C,A,B,4,B,C,A,B,D,A,C,B,B,B,A,A,B,A,B,A,E,A
210062067950,2024,18,F,2,3,1,1,18,,0,3556503,Várzea Paulista,35,SP,A,A,A,B,3,B,D,A,B,B,B,A,B,A,B,B,A,B,A,B,B,C,A
210062067951,2024,12,M,1,3,1,1,14,,0,3106200,Belo Horizonte,31,MG,H,B,F,C,1,B,B,A,B,B,A,A,B,A,A,A,A,A,A,A,A,B,A
210062067952,2024,17,F,1,1,1,1,18,,0,3104007,Araxá,31,MG,D,D,C,A,2,B,C,A,B,C,B,A,B,A,A,A,A,A,A,B,B,B,B
210062067953,2024,9,M,0,1,1,1,6,,0,2504306,Catolé do Rocha,25,PB,D,B,A,B,4,B,B,A,B,C,A,B,B,A,B,A,A,C,A,B,B,C,A
210062067954,2024,13,F,3,3,1,1,18,,0,5208004,Formosa,52,GO,E,D,D,F,3,B,H,A,B,C,B,A,B,A,B,B,A,B,A,B,A,C,A
210062067955,2024,1,M,1,1,1,3,0,,1,4106902,Curitiba,41,PR,G,G,D,D,4,A,O,A,D,D,C,A,B,A,B,B,B,D,B,B,D,E,D
210062067956,2024,1,M,1,1,1,3,0,,1,4108809,Guaíra,41,PR,F,E,B,D,4,A,D,A,C,D,B,B,B,A,B,B,A,B,A,B,B,E,A
210062067957,2024,2,F,1,1,1,3,0,,1,4316808,Santa Cruz do Sul,43,RS,F,G,C,D,5,A,G,A,B,D,B,B,B,A,B,B,B,D,B,B,C,E,A
210062067958,2024,7,M,1,3,1,1,0,,0,3205200,Vila Velha,32,ES,C,C,C,B,6,B,D,A,B,C,B,A,B,A,B,B,A,B,A,B,A,C,A
210062067959,2024,2,F,1,3,1,2,0,1.0,0,3515004,Embu das Artes,35,SP,D,D,B,B,5,A,B,A,B,C,A,A,B,A,B,B,A,B,B,B,B,E,A
210062067960,2024,2,M,3,1,1,3,0,,1,4310207,Ijuí,43,RS,E,E,F,F,4,A,C,A,B,B,B,A,C,A,B,B,B,C,A,B,B,D,A
210062067961,2024,6,F,1,1,1,1,3,,0,2507507,João Pessoa,25,PB,B,E,B,B,4,A,B,A,C,C,A,A,B,A,B,A,A,B,A,B,A,B,A
210062067962,2024,2,M,1,4,1,3,0,,1,3112307,Capelinha,31,MG,E,E,C,F,4,A,C,A,C,D,B,B,B,A,B,B,A,B,A,B,B,D,A
210062067963,2024,1,M,0,1,1,3,0,,1,2105302,Imperatriz,21,MA,G,F,D,D,4,A,I,A,C,C,B,A,B,A,B,A,A,B,A,B,A,C,B
210062067964,2024,5,M,2,3,1,2,0,,0,2211308,Valença do Piauí,22,PI,A,A,A,A,2,A,B,A,B,C,A,B,B,A,A,A,A,B,A,B,A,B,A
210062067965,2024,5,F,1,2,1,2,0,1.0,0,2927408,Salvador,29,BA,E,E,B,B,3,B,E,A,C,D,B,B,B,A,B,A,B,C,B,B,B,D,A
210062067966,2024,6,F,1,3,1,1,4,,0,1500404,Alenquer,15,PA,C,D,A,A,4,A,B,A,B,B,A,A,A,B,B,A,A,B,A,A,A,B,A
210062067967,2024,11,M,1,2,1,1,9,,0,3304904,São Gonçalo,33,RJ,E,E,C,D,3,A,B,A,B,C,A,B,B,B,B,B,A,B,A,B,B,D,B
210062067968,2024,3,F,1,1,1,2,0,1.0,0,3529401,Mauá,35,SP,D,E,B,B,5,A,B,A,B,C,B,B,B,A,B,B,A,B,A,B,A,E,A
210062067969,2024,1,M,1,1,1,3,0,,1,4320800,Soledade,43,RS,B,B,A,A,3,A,B,A,B,C,B,A,B,A,A,A,A,B,A,A,A,B,A
210062067970,2024,6,F,1,3,1,1,3,,0,3304557,Rio de Janeiro,33,RJ,E,D,C,F,4,A,I,A,B,D,A,A,B,A,B,B,B,B,B,B,B,E,A
210062067971,2024,8,F,1,1,1,1,3,,0,2924009,Paulo Afonso,29,BA,B,F,B,B,3,B,D,A,B,D,B,B,B,A,B,B,A,B,A,B,B,D,A
210062067972,2024,1,F,1,1,1,3,0,,1,5300108,Brasília,53,DF,F,F,E,E,3,A,M,A,D,C,B,A,B,A,B,B,B,B,B,B,C,D,D
210062067973,2024,4,M,1,3,1,2,0,1.0,0,3507506,Botucatu,35,SP,C,C,A,A,1,B,B,A,B,C,A,A,B,A,A,A,A,B,A,B,A,B,A
210062067974,2024,12,M,1,0,1,1,13,,0,1501402,Belém,15,PA,D,E,C,C,4,B,D,A,C,C,B,A,B,A,B,A,B,D,A,A,C,E,A
210062067975,2024,4,F,1,2,1,1,1,,0,2613701,São Lourenço da Mata,26,PE,C,D,A,A,3,B,B,A,B,C,A,A,B,A,A,A,A,B,A,B,A,C,A
210062067976,2024,3,F,1,2,1,2,0,1.0,0,3136702,Juiz de Fora,31,MG,C,C,E,A,4,B,A,A,B,C,A,A,A,A,A,A,A,B,A,B,A,C,A
210062067977,2024,4,F,1,1,1,2,0,1.0,0,4119905,Ponta Grossa,41,PR,D,E,B,B,3,A,C,A,D,D,B,B,B,A,B,B,B,D,B,B,C,D,A
210062067978,2024,4,M,0,3,1,2,0,1.0,0,2609907,Ouricuri,26,PE,H,H,A,A,4,A,A,A,B,B,A,A,B,A,A,A,A,B,A,A,A,B,A
210062067979,2024,3,F,0,3,1,1,1,,0,4305108,Caxias do Sul,43,RS,H,E,F,B,3,B,B,A,B,B,A,A,B,A,B,B,A,B,A,B,A,D,A
210062067980,2024,7,F,1,3,1,1,5,,0,2507507,João Pessoa,25,PB,E,E,D,B,4,A,K,A,C,D,B,A,B,A,B,B,B,B,B,B,B,E,A
210062067981,2024,1,F,1,1,1,3,0,,1,4105508,Cianorte,41,PR,C,G,D,D,3,A,F,A,C,C,B,A,B,A,B,B,B,B,A,B,B,D,A
210062067982,2024,3,M,1,3,1,2,0,1.0,0,4322608,Venâncio Aires,43,RS,E,E,C,B,2,B,C,A,B,C,B,A,B,A,B,B,A,C,A,B,A,B,A
210062067983,2024,6,M,1,2,1,2,0,1.0,0,1200203,Cruzeiro do Sul,12,AC,A,A,A,A,3,A,B,A,A,D,A,A,B,A,A,A,A,B,A,A,A,C,A
210062067984,2024,12,F,1,3,1,1,17,,0,2704302,Maceió,27,AL,B,B,A,A,2,B,B,A,B,C,A,A,B,A,A,A,A,B,A,B,A,B,A
210062067985,2024,6,M,1,3,1,1,3,,0,3551009,São Vicente,35,SP,B,B,C,B,3,B,H,A,C,D,B,A,B,A,B,B,B,D,A,B,B,D,A
210062067986,2024,11,F,1,1,1,1,11,,0,4314100,Passo Fundo,43,RS,E,F,F,B,3,B,J,A,B,D,B,A,B,A,B,B,B,B,A,B,C,D,A
210062067987,2024,3,M,1,1,1,2,0,1.0,0,3552205,Sorocaba,35,SP,F,E,D,D,4,A,G,A,B,C,B,A,B,A,B,B,A,C,A,B,B,E,A
210062067988,2024,11,M,1,2,4,1,0,,0,1600600,Santana,16,AP,H,B,B,B,5,A,C,A,B,C,A,A,B,B,B,A,A,C,A,B,B,C,A
210062067989,2024,2,M,4,1,1,3,0,,1,4314902,Porto Alegre,43,RS,B,B,A,A,20,A,B,A,B,B,A,A,B,A,B,A,A,A,A,A,A,A,A
210062067990,2024,1,F,1,1,1,3,0,,1,3511102,Catanduva,35,SP,G,G,D,E,4,A,K,B,D,D,B,A,B,B,B,B,A,C,B,B,D,E,A
210062067991,2024,1,M,1,1,1,3,0,,1,4317400,Santiago,43,RS,E,E,A,B,3,A,E,A,B,C,B,B,B,B,B,B,A,B,A,B,B,D,A
210062067992,2024,14,F,1,3,1,1,18,,0,3106200,Belo Horizonte,31,MG,B,E,B,B,4,B,G,A,B,D,A,A,B,A,B,B,A,C,B,B,C,D,A
210062067993,2024,4,M,1,3,1,1,1,,0,2101202,Bacabal,21,MA,D,H,A,A,5,B,B,A,B,D,A,C,B,A,B,A,A,B,A,B,A,E,A
210062067994,2024,16,F,2,3,1,1,18,,0,2211001,Teresina,22,PI,B,C,A,A,2,B,C,A,C,D,B,A,B,A,B,A,A,B,A,B,B,B,A
210062067995,2024,1,F,1,1,1,3,0,,1,3164704,São Sebastião do Paraíso,31,MG,B,D,A,B,3,A,B,A,B,C,B,A,B,A,B,A,A,B,A,B,A,D,A
210062067996,2024,2,M,1,3,1,3,0,,1,3550308,São Paulo,35,SP,D,E,E,D,3,A,J,A,C,C,B,A,B,B,B,A,B,C,B,B,C,D,D
210062067997,2024,5,M,1,3,1,1,2,,0,1502939,Dom Eliseu,15,PA,E,D,C,D,2,A,C,A,B,C,B,B,B,A,A,A,A,B,A,B,A,C,D
210062067998,2024,2,F,1,1,1,2,0,1.0,0,3550308,São Paulo,35,SP,E,E,B,B,5,A,B,A,A,B,A,A,A,A,A,A,A,B,A,B,A,C,A
210062067999,2024,10,F,1,3,1,1,6,,0,1301902,Itacoatiara,13,AM,E,C,F,F,11,B,B,A,B,C,A,A,B,A,B,A,A,B,A,B,A,B,A
210062068000,2024,2,F,1,3,1,2,0,1.0,0,2103505,Colinas,21,MA,C,C,A,A,4,A,A,A,B,C,A,B,B,A,B,A,A,B,A,B,A,C,A
210062068001,2024,12,F,1,3,1,1,14,,0,1501402,Belém,15,PA,E,F,C,D,3,B,F,A,B,C,A,A,B,A,A,A,A,A,A,A,B,D,A
210062068002,2024,3,F,1,1,1,2,0,1.0,0,4322400,Uruguaiana,43,RS,A,B,B,B,10,A,B,A,B,B,A,A,B,A,A,A,A,B,A,A,A,B,A
210062068003,2024,6,M,1,3,1,1,0,,0,1501907,Bujaru,15,PA,B,E,C,B,5,A,B,A,B,C,A,A,B,A,A,A,A,B,A,B,A,B,A
210062068004,2024,9,F,1,1,1,1,6,,0,1500800,Ananindeua,15,PA,F,E,C,B,3,A,C,A,C,C,A,A,B,A,A,A,A,C,A,A,A,C,D
210062068005,2024,18,M,0,3,1,1,18,,0,3304557,Rio de Janeiro,33,RJ,C,C,B,C,1,B,G,A,B,B,A,A,B,A,B,B,B,B,A,A,B,B,A
210062068006,2024,1,M,1,3,1,3,0,,1,3304557,Rio de Janeiro,33,RJ,G,G,E,D,2,A,C,A,B,D,A,A,B,A,B,B,B,C,B,B,B,C,A
210062068007,2024,6,F,1,1,1,1,3,,0,3528403,Mairinque,35,SP,H,F,F,D,5,B,I,A,B,C,C,B,B,A,B,B,B,B,A,B,D,E,A
210062068008,2024,17,F,1,3,1,1,6,,0,4302105,Bento Gonçalves,43,RS,H,H,E,B,3,B,E,A,B,C,A,A,B,A,B,B,A,B,A,B,A,B,A
210062068009,2024,14,M,2,3,1,1,18,,0,4318705,São Leopoldo,43,RS,E,F,D,B,4,B,H,A,B,C,B,A,B,B,B,B,A,B,A,B,C,E,C
210062068010,2024,2,F,1,1,1,3,0,,1,3118304,Conselheiro Lafaiete,31,MG,H,D,F,B,4,A,E,A,D,D,B,B,B,A,B,B,A,C,B,B,B,D,A
210062068011,2024,6,M,1,1,1,1,0,,0,4314407,Pelotas,43,RS,B,C,A,A,4,B,F,A,B,C,C,A,B,B,A,B,B,B,A,B,B,D,A
210062068012,2024,3,F,1,2,1,1,1,,0,3508405,Cabreúva,35,SP,F,E,C,B,4,B,H,A,D,D,B,A,B,A,B,A,A,B,B,B,C,E,E
210062068013,2024,4,M,1,1,1,2,0,1.0,0,4303509,Camaquã,43,RS,H,E,C,D,4,A,A,A,B,C,A,A,B,A,B,A,B,B,A,B,B,E,A
210062068014,2024,15,F,3,1,1,1,18,,0,4314902,Porto Alegre,43,RS,E,D,B,B,3,B,D,A,B,C,A,A,B,A,B,B,B,C,A,B,C,D,A
210062068015,2024,5,F,1,2,1,1,1,,0,4314407,Pelotas,43,RS,B,B,B,B,3,A,B,A,B,C,A,A,B,A,A,A,A,B,A,B,A,B,A
210062068016,2024,11,M,1,2,1,1,18,,0,3302502,Magé,33,RJ,B,E,C,D,2,B,O,A,B,C,B,B,B,A,B,B,B,C,A,B,C,C,A
210062068017,2024,10,F,2,3,1,1,0,,0,3205200,Vila Velha,32,ES,H,D,F,B,2,A,F,A,C,C,A,B,B,A,B,B,B,B,A,B,B,C,A
210062068018,2024,4,M,1,1,1,1,2,,0,4109401,Guarapuava,41,PR,E,E,C,C,4,A,C,A,B,C,B,B,B,B,B,B,A,B,A,B,B,D,A
210062068019,2024,5,M,1,5,1,2,0,1.0,0,4306767,Eldorado do Sul,43,RS,H,B,C,C,8,A,B,A,C,D,C,B,B,A,B,B,A,B,A,B,B,E,A
210062068020,2024,5,F,1,1,1,1,3,,0,2704302,Maceió,27,AL,F,E,D,C,4,A,B,A,B,C,A,A,B,A,B,A,A,B,A,B,A,E,D
210062068021,2024,7,F,1,2,1,1,0,,0,3550308,São Paulo,35,SP,H,D,F,B,3,B,B,A,B,B,A,A,B,A,A,A,A,B,B,A,A,C,A
210062068022,2024,7,F,1,2,1,1,4,,0,3118601,Contagem,31,MG,H,E,F,B,3,B,D,A,B,D,A,A,B,A,B,B,A,C,A,B,A,D,E
210062068023,2024,5,F,1,2,1,2,0,1.0,0,2914703,Itaberaba,29,BA,H,B,A,A,4,A,B,A,B,C,A,A,B,A,A,A,A,B,A,B,A,D,A
210062068024,2024,13,M,1,1,1,1,18,,0,4205407,Florianópolis,42,SC,E,E,F,D,1,B,F,A,B,C,A,A,B,A,B,A,A,A,A,B,A,B,A
210062068025,2024,3,F,1,1,1,1,1,,0,3304557,Rio de Janeiro,33,RJ,G,E,E,D,4,B,H,A,C,C,B,A,B,A,B,B,A,C,B,B,C,E,E
210062068026,2024,4,M,1,3,1,1,2,,0,3301702,Duque de Caxias,33,RJ,E,E,F,D,4,A,D,A,B,C,B,A,B,A,B,A,B,B,B,B,B,E,A
210062068027,2024,3,M,1,3,1,1,1,,0,2609600,Olinda,26,PE,D,E,C,B,3,A,A,A,B,C,A,A,B,A,A,A,A,B,A,B,A,D,E
210062068028,2024,3,F,1,1,1,2,0,1.0,0,3305802,Teresópolis,33,RJ,C,D,D,D,4,A,B,A,B,C,A,A,B,A,B,B,A,C,B,B,A,E,A
210062068029,2024,9,F,1,1,1,1,6,,0,2610509,Passira,26,PE,C,C,A,A,2,A,B,A,B,B,A,A,B,A,A,A,A,B,A,B,A,C,A
210062068030,2024,11,F,2,1,1,1,11,,0,4314902,Porto Alegre,43,RS,B,D,C,B,7,A,C,A,B,D,B,A,B,A,B,B,A,C,A,B,A,D,A
210062068031,2024,7,M,1,1,1,1,4,,0,4118501,Pato Branco,41,PR,H,E,F,A,2,B,E,A,C,C,B,B,B,B,B,B,A,B,A,B,B,C,A
210062068032,2024,4,F,1,1,1,1,1,,0,4319604,São Sepé,43,RS,E,F,D,D,4,A,G,A,C,D,B,A,B,A,B,B,B,C,B,B,C,E,A
210062068033,2024,1,M,1,1,1,3,0,,1,4113304,Laranjeiras do Sul,41,PR,F,G,B,B,3,A,F,A,B,C,C,A,B,A,B,A,A,B,A,B,B,B,A
210062068034,2024,8,F,1,1,1,1,3,,0,2605707,Floresta,26,PE,E,E,F,A,2,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,B,A
210062068035,2024,3,M,1,3,1,2,0,1.0,0,1302603,Manaus,13,AM,E,E,B,F,5,A,C,A,B,C,A,C,B,A,B,A,A,B,A,A,B,E,B
210062068036,2024,4,F,1,3,1,1,1,,0,2200400,Altos,22,PI,H,B,F,B,5,A,C,A,B,D,A,A,B,B,A,A,A,B,A,A,A,B,A
210062068037,2024,3,M,1,1,1,2,0,1.0,0,4314902,Porto Alegre,43,RS,F,E,F,F,4,A,K,B,C,C,C,A,C,A,B,B,B,C,A,B,C,E,B
210062068038,2024,5,F,1,1,1,1,1,,0,1716109,Paraíso do Tocantins,17,TO,C,E,C,B,4,A,C,A,C,D,B,A,B,A,A,A,A,B,A,B,A,E,A
210062068039,2024,11,F,1,3,1,2,0,1.0,0,1302702,Manicoré,13,AM,B,B,A,A,4,B,B,A,A,B,A,A,B,A,A,A,A,A,A,A,A,B,A
210062068040,2024,6,M,1,3,1,1,4,,0,4108304,Foz do Iguaçu,41,PR,G,G,E,D,4,A,G,A,C,D,B,A,B,A,B,B,A,B,B,B,B,E,D
210062068041,2024,8,F,2,2,1,1,6,,0,3133808,Itaúna,31,MG,A,A,A,A,2,A,B,A,B,B,B,A,B,A,B,A,A,B,A,B,B,C,A
210062068042,2024,1,M,1,3,1,3,0,,1,2202208,Campo Maior,22,PI,C,F,C,D,3,A,C,A,C,D,A,B,B,A,A,A,A,B,B,B,B,C,A
210062068043,2024,3,F,0,5,1,2,0,1.0,0,2704302,Maceió,27,AL,F,D,C,F,9,A,A,A,B,C,A,A,B,B,B,B,A,B,A,B,A,C,A
210062068044,2024,3,F,1,1,1,1,1,,0,4301602,Bagé,43,RS,D,D,C,D,3,A,C,A,B,C,B,A,B,A,B,B,A,B,A,B,B,D,E
210062068045,2024,7,F,3,3,1,1,5,,0,2702900,Girau do Ponciano,27,AL,E,A,A,A,2,B,A,A,B,C,A,A,B,A,A,A,A,B,A,B,A,B,A
210062068046,2024,11,F,1,3,1,1,0,,0,5205497,Cidade Ocidental,52,GO,C,D,C,B,4,A,C,A,B,C,A,A,B,A,A,A,A,C,B,B,A,E,A
210062068047,2024,4,F,1,1,1,1,2,,0,3530607,Mogi das Cruzes,35,SP,E,E,C,B,3,B,E,A,C,C,A,B,B,A,B,B,A,C,A,B,A,D,A
210062068048,2024,5,F,1,3,1,1,3,,0,1500800,Ananindeua,15,PA,D,E,B,B,4,B,D,A,B,C,A,A,B,B,B,A,A,B,A,B,A,D,A
210062068049,2024,8,F,1,3,1,1,5,,0,2924009,Paulo Afonso,29,BA,C,B,C,A,4,A,C,A,B,C,B,A,B,A,A,A,A,B,A,B,A,C,A
210062068050,2024,11,M,1,1,1,1,8,,0,4314407,Pelotas,43,RS,E,E,B,B,4,A,B,A,B,C,A,B,B,A,B,B,A,B,A,B,B,C,B
210062068051,2024,4,M,1,3,1,2,0,1.0,0,3304557,Rio de Janeiro,33,RJ,D,D,B,B,4,B,D,A,C,D,C,B,D,A,B,B,B,D,B,B,D,D,B
210062068052,2024,5,M,0,1,1,1,2,,0,4303103,Cachoeirinha,43,RS,E,E,D,B,4,A,I,A,C,D,C,A,B,A,B,B,B,D,A,B,B,E,A
210062068053,2024,1,F,1,3,1,3,0,,1,2613107,São Caitano,26,PE,E,E,C,B,3,A,B,A,B,C,A,B,B,A,A,B,A,B,A,B,A,C,C
210062068054,2024,12,F,2,1,1,1,15,,0,4304630,Capão da Canoa,43,RS,B,B,A,A,4,B,F,A,B,D,B,A,B,A,B,A,A,B,B,B,B,C,A
210062068055,2024,4,M,1,3,1,1,1,,0,3545209,Salto,35,SP,G,C,E,F,4,B,O,A,C,D,B,A,B,A,B,B,B,D,B,B,E,E,A
210062068056,2024,11,M,1,3,1,1,11,,0,4300406,Alegrete,43,RS,C,C,C,B,4,B,C,A,B,C,A,A,B,A,A,A,A,B,A,B,A,C,A
210062068057,2024,15,M,0,3,1,1,18,,0,2303501,Cascavel,23,CE,B,B,C,B,4,A,C,A,C,C,B,A,B,A,B,A,A,B,B,B,C,D,A
210062068058,2024,12,M,1,1,1,1,12,,0,3303302,Niterói,33,RJ,G,F,E,D,2,A,E,A,C,C,A,A,B,A,B,B,A,C,A,B,C,B,C
210062068059,2024,3,M,1,1,1,2,0,1.0,0,2111300,São Luís,21,MA,E,D,C,C,5,A,B,A,B,B,A,A,A,A,A,A,A,A,A,A,A,B,B
210062068060,2024,4,F,1,3,1,1,2,,0,2307304,Juazeiro do Norte,23,CE,B,E,A,B,4,B,E,A,B,C,A,A,B,A,A,A,A,B,A,B,B,E,A
210062068061,2024,5,F,3,3,1,1,2,,0,5002704,Campo Grande,50,MS,G,E,D,B,5,B,G,A,B,C,B,B,B,A,B,A,A,B,B,B,B,E,A
210062068062,2024,9,M,1,1,1,1,6,,0,2507002,Itaporanga,25,PB,B,B,A,B,4,A,B,A,B,C,A,A,B,A,A,A,A,B,A,A,A,B,A
210062068063,2024,12,F,2,1,1,1,0,,0,3503802,Artur Nogueira,35,SP,B,C,A,A,2,B,E,A,B,B,B,A,B,A,B,B,A,B,A,B,B,C,A
210062068064,2024,11,F,1,3,1,1,0,,0,3303203,Nilópolis,33,RJ,H,E,F,D,1,A,A,A,B,B,A,A,B,A,B,A,A,B,A,B,B,B,A
210062068065,2024,14,F,2,3,1,1,18,,0,4317400,Santiago,43,RS,B,C,B,D,4,B,B,A,B,D,B,A,B,A,B,B,A,B,A,B,B,C,A
210062068066,2024,6,M,1,3,1,1,3,,0,1501402,Belém,15,PA,H,E,F,C,4,A,B,A,C,D,A,A,B,A,B,A,A,B,A,B,A,D,A
210062068067,2024,2,F,1,1,1,3,0,,1,3104205,Arcos,31,MG,E,F,D,E,6,A,F,A,C,D,C,A,B,A,B,B,A,B,A,B,A,E,C
210062068068,2024,4,F,1,1,1,1,1,,0,3543402,Ribeirão Preto,35,SP,G,E,D,D,5,B,D,A,C,D,B,A,B,A,B,B,B,C,A,B,A,E,A
210062068069,2024,16,M,2,3,1,1,18,,0,1501402,Belém,15,PA,E,E,B,B,6,B,B,A,C,D,A,A,B,A,B,A,B,B,B,B,A,E,A
210062068070,2024,2,F,1,3,1,1,1,,0,5205497,Cidade Ocidental,52,GO,H,E,F,B,6,A,E,A,B,C,A,B,B,B,B,A,A,B,B,B,B,E,A
210062068071,2024,13,M,3,2,1,1,0,,0,5002704,Campo Grande,50,MS,B,B,B,B,1,B,B,A,B,B,A,A,B,A,B,A,A,B,A,B,A,B,A
210062068072,2024,5,M,1,3,1,1,3,,0,3304557,Rio de Janeiro,33,RJ,E,F,B,D,5,A,H,A,B,C,B,A,B,A,B,B,A,B,A,B,B,E,B
210062068073,2024,3,M,1,1,1,1,1,,0,3509502,Campinas,35,SP,G,G,E,E,4,A,P,B,D,D,C,A,B,A,B,B,B,C,B,B,E,E,D
210062068074,2024,8,M,1,3,1,1,5,,0,2906808,Cansanção,29,BA,E,C,A,A,3,A,B,A,B,C,A,A,B,A,A,A,A,B,A,B,A,C,A
210062068075,2024,11,F,1,3,1,1,9,,0,3156700,Sabará,31,MG,D,E,C,B,4,B,H,A,B,D,B,A,B,A,A,A,A,B,A,B,B,D,A
210062068076,2024,11,F,1,3,1,1,0,,0,2905701,Camaçari,29,BA,B,B,A,A,2,A,A,D,A,B,C,A,B,A,A,A,A,A,A,B,A,B,A
210062068077,2024,11,M,1,1,1,1,11,,0,2704302,Maceió,27,AL,F,E,A,D,1,B,D,A,C,C,A,A,B,A,B,B,B,C,B,B,B,B,D
210062068078,2024,14,F,1,1,1,1,18,,0,4314902,Porto Alegre,43,RS,E,E,D,F,4,B,O,C,D,D,C,A,B,A,B,B,B,B,B,B,A,C,A
210062068079,2024,1,M,1,4,3,3,0,,1,3550308,São Paulo,35,SP,E,E,C,B,4,A,F,A,B,C,B,A,B,A,B,B,B,D,A,B,C,E,E
210062068080,2024,3,M,1,1,1,2,0,1.0,0,3550308,São Paulo,35,SP,E,D,C,B,6,B,E,A,B,C,A,A,B,A,B,B,A,C,B,B,B,D,A
210062068081,2024,1,F,1,1,1,3,0,,1,3549904,São José dos Campos,35,SP,G,F,E,F,4,A,P,A,C,C,C,A,C,A,B,B,A,C,B,B,D,E,A
210062068082,2024,4,M,1,3,1,2,0,1.0,0,2930105,Senhor do Bonfim,29,BA,H,H,A,A,4,A,B,A,B,C,A,A,B,A,A,A,A,B,A,A,A,B,A
